0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.000000000000000000e+00 4.500000000000000000e+00 -1.199999999999999956e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.184343988679062598e-02 -4.341808902656268260e-02 1.995706219486071548e-03 -3.670847353930875911e+00 -1.739776612270974132e+00 0.000000000000000000e+00 -4.999861521770556649e+00 4.499707589174310129e+00 -1.206857609550158195e+00 1.107684125502904349e-02 -2.337473928928375522e-02 -2.736440618832906013e-01
-2.833521396811551352e-01 -1.327492847979651336e-01 1.779511382526401814e-02 -3.929866266122818974e+00 -1.891016212917430606e+00 -4.863845842673321374e-02 -4.997936489855249853e+00 4.495649181182185927e+00 -1.226854764620463056e+00 7.708220233519871845e-02 -1.622993936141332028e-01 -5.208051045735677675e-01
-4.739295936136946885e-01 -2.173847338882483049e-01 4.625972561412459994e-02 -3.492673757479333396e+00 -1.668087059219467427e+00 -1.605639566097391557e-01 -4.990664944152037208e+00 4.480364018107453994e+00 -1.260362551410992848e+00 2.252404486139615303e-01 -4.731810281674067031e-01 -8.077400922775268555e-01
-6.329690838180207502e-01 -2.826491324137344052e-01 7.541434375553394964e-02 -2.579582376567401969e+00 -1.145153516788498527e+00 -2.480186775596328053e-01 -4.974184837664166636e+00 4.445708066100875655e+00 -1.307151149312655081e+00 4.422880207498868232e-01 -9.317351887623468443e-01 -1.049748746554056922e+00
-7.445792926185479388e-01 -3.243424065354965080e-01 9.358804616104923757e-02 -1.667434802827864715e+00 -5.827889729201747304e-01 -2.732134169489787712e-01 -4.945711067269245476e+00 4.385452989662686818e+00 -1.364311489363511321e+00 7.008920624852179593e-01 -1.490487264593442163e+00 -1.225010168552398859e+00
-8.103458552992375274e-01 -3.454304312637745400e-01 9.665524972311238805e-02 -9.229057578683865781e-01 -1.000646491687459672e-01 -2.329056900751790282e-01 -4.903871682658791364e+00 4.295780031656225795e+00 -1.428659986257553083e+00 9.735603049397467679e-01 -2.103260667125383954e+00 -1.341672862569491143e+00
-8.365003900575768148e-01 -3.506390217580550028e-01 8.691417577922030957e-02 -2.563777196751814147e-01 2.268987722489293479e-01 -1.669267161805090272e-01 -4.848732049663861510e+00 4.175449126586318727e+00 -1.497249095241228733e+00 1.230865152180194766e+00 -2.712870731949806213e+00 -1.399220328529675816e+00
-8.292840023891956402e-01 -3.452300427346591816e-01 6.970048235582364249e-02 3.099353360805964241e-01 3.977885702467387485e-01 -1.070160377571094251e-01 -4.781268730585773952e+00 4.025139368449648813e+00 -1.567827056199312175e+00 1.465776530404885536e+00 -3.299432117740312975e+00 -1.424850036948919207e+00
-7.961482192771199839e-01 -3.341596883273916241e-01 5.038365023216818950e-02 7.577679039262834593e-01 4.360719077521258424e-01 -7.094106563951843580e-02 -4.702628878404697232e+00 3.846365922018886163e+00 -1.639319777802253686e+00 1.678038087983926063e+00 -3.849099778135617100e+00 -1.438221336839099695e+00
-7.444155733981103751e-01 -3.217072333309539678e-01 3.288422432237889104e-02 1.085932377714898589e+00 3.831764101029141445e-01 -5.632255600775869925e-02 -4.613858211810391019e+00 3.641199141914646553e+00 -1.711464780219442483e+00 1.871566716333230351e+00 -4.353380893667538665e+00 -1.452225462743081064e+00
-6.804135870008142239e-01 -3.108351820301448742e-01 1.920231965715694586e-02 1.303858841239920130e+00 2.861347537721352086e-01 -5.148829118271432137e-02 -4.515765419701735617e+00 3.412057654286424935e+00 -1.784473598682476680e+00 2.051619358360767365e+00 -4.806780019402503434e+00 -1.473178505858716791e+00
-6.091457205854462487e-01 -3.029010717299403521e-01 9.687241577326926797e-03 1.431845778830705296e+00 1.857831599942566525e-01 -4.637435625159383457e-02 -4.408897927229603830e+00 3.161573877011736755e+00 -1.858745686008672404e+00 2.223170514404773535e+00 -5.206198186675706552e+00 -1.502565273852087380e+00
