0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.341694707861751157e-02 -3.479553224541948042e-02 0.000000000000000000e+00 -1.300477108548096439e+01
-5.149035217111241902e-03 -3.090217507425496724e-03 -1.653707586508929017e-03 -1.283191739570337830e+01
8.872772947453366754e-03 4.189732274576307702e-03 -3.805466938222201723e-03 -1.448043034105013582e+01
1.846034384378392179e-02 1.002915684458505208e-02 -2.973460512296383085e-03 -1.516767489561965121e+01
1.839964220253997862e-02 1.086117068557046483e-02 -8.566211392377620637e-04 -1.542896197902858368e+01
1.495207230459416614e-02 9.423236894827491383e-03 1.370462713709191815e-03 -1.538916024132705829e+01
1.332287373316998202e-02 6.454162666753027189e-03 2.243285112418780258e-03 -1.461399860895669534e+01
1.129688924845573261e-02 3.418382956605237055e-03 2.036963066395586219e-03 -1.387768015946195987e+01
8.930759585914549437e-03 7.979773901923281620e-04 1.226549051998093720e-03 -1.318861796017609755e+01
6.544997806472496737e-03 -1.017127281122853777e-03 4.970293274798309735e-04 -1.257416039937754881e+01
4.345873421244816903e-03 -1.895805879645773295e-03 1.643650040515087785e-04 -1.202563165992207850e+01
2.551626839399911972e-03 -1.960217867229330224e-03 1.738737876580964681e-04 -1.153088156463238967e+01
1.300498902889191122e-03 -1.495094607081415283e-03 3.372016603490068931e-04 -1.107957529328824187e+01
6.163368215360565117e-04 -8.079430621926730893e-04 5.111472861348831387e-04 -1.066653855892606018e+01
4.224156852404292728e-04 -1.342253021617278996e-04 6.320908805789726692e-04 -1.029179307618773365e+01
5.812605382225499717e-04 3.900644319800306015e-04 6.815717062604170762e-04 -9.959546808321935174e+00
9.327465898427700353e-04 7.122579911564841382e-04 6.537128415487203359e-04 -9.676794497589055410e+00
1.321751481896560332e-03 8.335106939954539662e-04 5.451384177933421560e-04 -9.451957381029439276e+00
1.615922796378344017e-03 7.836028034255981822e-04 3.592147316741761687e-04 -9.293596112230943618e+00
1.717260928462138736e-03 6.054868091036613720e-04 1.124644709334932102e-04 -9.209179140581536416e+00
1.570310729898327651e-03 3.477885229310473392e-04 -1.635888400749463401e-04 -9.203829098962071242e+00
1.168040052513141802e-03 6.112465629026786473e-05 -4.265700406650696497e-04 -9.279209801471688834e+00
5.528052933586602435e-04 -2.057749864085023361e-04 -6.322112112966682407e-04 -9.432842017793296563e+00
-1.918742585796939792e-04 -4.119860720946943999e-04 -7.455375161363880787e-04 -9.658112732487740715e+00
-9.605042425127052752e-04 -5.314059390255643223e-04 -7.506517271615581466e-04 -9.945136661363708441e+00
-1.651542418332763162e-03 -5.577796782834099076e-04 -6.551412130278710944e-04 -1.028224836493517813e+01
